"Entry"	"Entry Name"	"Protein names"	"Gene Names"	"Organism"	"Gene Ontology IDs"	"Gene Ontology (GO)"	"Gene Ontology (biological process)"	"Gene Ontology (cellular component)"	"Gene Ontology (molecular function)"	"Organism (ID)"	"Gene Names (synonym)"	"Gene Names (ordered locus)"	"Gene Names (ORF)"	"Gene Names (primary)"	"Proteomes"	"Protein families"	"RefSeq"	"KEGG"	"GeneID"	"EnsemblBacteria"	"Annotation"	"Keywords"	"Caution"	"Keyword ID"	"Miscellaneous [CC]"	"Protein existence"	"Reviewed"	"Tools"	"UniParc"	"Comments"	"Features"	"Taxonomic lineage"	"Taxonomic lineage (Ids)"	"Virus hosts"	"Intramembrane"	"Subcellular location [CC]"	"Topological domain"	"Transmembrane"
"Q8PZ38"	"Q8PZ38_METMA"	"Polysaccharide ABC transporter, ATP-binding protein"	"MM_0656"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005524; GO:0005886; GO:0016887; GO:0140359"	"plasma membrane [GO:0005886]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]"		"plasma membrane [GO:0005886]"	"ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]"	192952		"MM_0656"			"UP000000595: Chromosome"		"WP_011032607.1;"	"mma:MM_0656;"	"1478998;"	"AAM30352;"	1	"ATP-binding;Nucleotide-binding;Transport"		"KW-0067; KW-0547; KW-0813"		"Predicted"	"unreviewed"		"UPI0000068B09"	"SUBCELLULAR LOCATION (1)"	"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004202}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004202}. Membrane {ECO:0000256|ARBA:ARBA00004170}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004170}."		
"Q8PZ39"	"Q8PZ39_METMA"	"Transposase"	"MM_0655"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0655"			"UP000000595: Chromosome"			"mma:MM_0655;"		"AAM30351;"	1					"Predicted"	"unreviewed"		"UPI0000068B08"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ40"	"Q8PZ40_METMA"	"Mannosyltransferase (EC 2.4.1.-)"	"MM_0654"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016757"	"glycosyltransferase activity [GO:0016757]"			"glycosyltransferase activity [GO:0016757]"	192952		"MM_0654"			"UP000000595: Chromosome"		"WP_011032605.1;"	"mma:MM_0654;"	"1478996;"	"AAM30350;"	1	"Glycosyltransferase;Transferase"		"KW-0328; KW-0808"		"Predicted"	"unreviewed"		"UPI0000068B07"		"Domain (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ41"	"Q8PZ41_METMA"	"Glycosyltransferase involved in cell wall biogenesis (EC 2.4.-.-)"	"MM_0653"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016757"	"glycosyltransferase activity [GO:0016757]"			"glycosyltransferase activity [GO:0016757]"	192952		"MM_0653"			"UP000000595: Chromosome"		"WP_011032604.1;"	"mma:MM_0653;"	"1478995;"	"AAM30349;"	1	"Glycosyltransferase;Transferase"		"KW-0328; KW-0808"		"Predicted"	"unreviewed"		"UPI0000068B06"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ42"	"Q8PZ42_METMA"	"Glycosyltransferase (EC 2.4.-.-)"	"MM_0652"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016020; GO:0016757"	"membrane [GO:0016020]; glycosyltransferase activity [GO:0016757]"		"membrane [GO:0016020]"	"glycosyltransferase activity [GO:0016757]"	192952		"MM_0652"			"UP000000595: Chromosome"		"WP_011032603.1;"	"mma:MM_0652;"	"1478994;"	"AAM30348;"	1	"Glycosyltransferase;Membrane;Transferase;Transmembrane;Transmembrane helix"		"KW-0328; KW-0472; KW-0808; KW-0812; KW-1133"		"Predicted"	"unreviewed"		"UPI0000068B05"		"Domain (1); Transmembrane (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					"TRANSMEM 275..294; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
"Q8PZ43"	"Q8PZ43_METMA"	"Glycosyltransferase (EC 2.4.-.-)"	"MM_0651"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016020; GO:0016757"	"membrane [GO:0016020]; glycosyltransferase activity [GO:0016757]"		"membrane [GO:0016020]"	"glycosyltransferase activity [GO:0016757]"	192952		"MM_0651"			"UP000000595: Chromosome"		"WP_011032602.1;"	"mma:MM_0651;"	"24876937;66137960;"	"AAM30347;"	1	"Glycosyltransferase;Membrane;Transferase;Transmembrane;Transmembrane helix"		"KW-0328; KW-0472; KW-0808; KW-0812; KW-1133"		"Predicted"	"unreviewed"		"UPI0000068B04"		"Domain (2); Transmembrane (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					"TRANSMEM 297..318; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
"Q8PZ44"	"Q8PZ44_METMA"	"Mannosyltransferase (EC 2.4.1.-)"	"MM_0650"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016757"	"glycosyltransferase activity [GO:0016757]"			"glycosyltransferase activity [GO:0016757]"	192952		"MM_0650"			"UP000000595: Chromosome"		"WP_011032601.1;"	"mma:MM_0650;"	"1478992;"	"AAM30346;"	1	"Glycosyltransferase;Transferase"		"KW-0328; KW-0808"		"Predicted"	"unreviewed"		"UPI0000068B03"		"Domain (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ45"	"Q8PZ45_METMA"	"Glucosyltransferase"	"MM_0649"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016757"	"glycosyltransferase activity [GO:0016757]"			"glycosyltransferase activity [GO:0016757]"	192952		"MM_0649"			"UP000000595: Chromosome"		"WP_011032600.1;"	"mma:MM_0649;"	"1478991;"	"AAM30345;"	1	"Transferase"		"KW-0808"		"Predicted"	"unreviewed"		"UPI0000068B02"		"Domain (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ46"	"Q8PZ46_METMA"	"Glycosyltransferase (EC 2.4.1.-)"	"MM_0648"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016757"	"glycosyltransferase activity [GO:0016757]"			"glycosyltransferase activity [GO:0016757]"	192952		"MM_0648"			"UP000000595: Chromosome"		"WP_011032599.1;"	"mma:MM_0648;"	"1478990;"	"AAM30344;"	1	"Glycosyltransferase;Transferase"		"KW-0328; KW-0808"		"Predicted"	"unreviewed"		"UPI0000068B01"		"Domain (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ50"	"Q8PZ50_METMA"	"Conserved protein"	"MM_0644"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0644"			"UP000000595: Chromosome"		"WP_011032595.1;"	"mma:MM_0644;"	"44086139;66134188;"	"AAM30340;"	1					"Predicted"	"unreviewed"		"UPI0000068AFE"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ52"	"Q8PZ52_METMA"	"Isocitrate dehydrogenase (NADP) (EC 1.1.1.42)"	"MM_0642"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0000287; GO:0003862; GO:0004450; GO:0009098; GO:0051287"	"3-isopropylmalate dehydrogenase activity [GO:0003862]; isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; leucine biosynthetic process [GO:0009098]"	"leucine biosynthetic process [GO:0009098]"		"3-isopropylmalate dehydrogenase activity [GO:0003862]; isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]"	192952		"MM_0642"			"UP000000595: Chromosome"	"Isocitrate and isopropylmalate dehydrogenases family"	"WP_011032593.1;"	"mma:MM_0642;"	"24876928;66134190;"	"AAM30338;"	1	"Metal-binding;Oxidoreductase"		"KW-0479; KW-0560"		"Inferred from homology"	"unreviewed"		"UPI0000068AFC"	"COFACTOR (1); SIMILARITY (1)"	"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ53"	"Q8PZ53_METMA"	"Conserved protein"	"MM_0641"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0641"			"UP000000595: Chromosome"			"mma:MM_0641;"		"AAM30337;"	1					"Predicted"	"unreviewed"		"UPI0000068AFB"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ54"	"Q8PZ54_METMA"	"Uncharacterized protein"	"MM_0640"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0640"			"UP000000595: Chromosome"		"WP_011032591.1;"	"mma:MM_0640;"	"24876926;"	"AAM30336;"	1					"Predicted"	"unreviewed"		"UPI0000068AFA"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ56"	"Q8PZ56_METMA"	"Putative flavodoxin"	"MM_0638"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0638"			"UP000000595: Chromosome"		"WP_011032589.1;"	"mma:MM_0638;"	"44086147;66134196;"	"AAM30334;"	1					"Predicted"	"unreviewed"		"UPI0000068AF8"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ57"	"Q8PZ57_METMA"	"Putative flavodoxin"	"MM_0637"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0637"			"UP000000595: Chromosome"		"WP_011032588.1;"	"mma:MM_0637;"	"44086148;66134197;"	"AAM30333;"	1					"Predicted"	"unreviewed"		"UPI0000068AF7"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ58"	"Q8PZ58_METMA"	"Conserved protein"	"MM_0636"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016491; GO:0046872"	"metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]"			"metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]"	192952		"MM_0636"			"UP000000595: Chromosome"		"WP_011032587.1;"	"mma:MM_0636;"	"44086149;"	"AAM30332;"	1					"Predicted"	"unreviewed"		"UPI0000068AF6"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ59"	"Q8PZ59_METMA"	"Flavoprotein"	"MM_0635"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0003824"	"catalytic activity [GO:0003824]"			"catalytic activity [GO:0003824]"	192952		"MM_0635"			"UP000000595: Chromosome"		"WP_011032586.1;"	"mma:MM_0635;"	"44086150;66134199;"	"AAM30331;"	1					"Predicted"	"unreviewed"		"UPI0000068AF5"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ60"	"Q8PZ60_METMA"	"Iron-sulfur flavoprotein"	"MM_0634"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016491"	"oxidoreductase activity [GO:0016491]"			"oxidoreductase activity [GO:0016491]"	192952		"MM_0634"			"UP000000595: Chromosome"		"WP_011032585.1;"	"mma:MM_0634;"	"24876920;"	"AAM30330;"	1					"Predicted"	"unreviewed"		"UPI0000068AF4"		"Domain (1); Region (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ61"	"Q8PZ61_METMA"	"Cytochrome c-552/4 domain-containing protein"	"MM_0633"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0633"			"UP000000595: Chromosome"			"mma:MM_0633;"		"AAM30329;"	1					"Predicted"	"unreviewed"		"UPI0000068AF3"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ62"	"Q8PZ62_METMA"	"Desulfoferrodoxin"	"MM_0632"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005506; GO:0016491"	"iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]"			"iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]"	192952		"MM_0632"			"UP000000595: Chromosome"	"Desulfoferrodoxin family"		"mma:MM_0632;"		"AAM30328;"	1	"Electron transport;Iron;Metal-binding;Transport"		"KW-0249; KW-0408; KW-0479; KW-0813"		"Inferred from homology"	"unreviewed"		"UPI0000068AF2"	"SIMILARITY (1)"	"Domain (1); Region (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ63"	"Q8PZ63_METMA"	"Carboxymuconolactone decarboxylase-like domain-containing protein"	"MM_0631"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0051920"	"peroxiredoxin activity [GO:0051920]"			"peroxiredoxin activity [GO:0051920]"	192952		"MM_0631"			"UP000000595: Chromosome"		"WP_011032582.1;"	"mma:MM_0631;"	"24850308;"	"AAM30327;"	1					"Predicted"	"unreviewed"		"UPI0000068AF1"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ64"	"Q8PZ64_METMA"	"Zinc finger protein"	"MM_0630"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0630"			"UP000000595: Chromosome"			"mma:MM_0630;"		"AAM30326;"	1					"Predicted"	"unreviewed"		"UPI0000068AF0"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ65"	"Q8PZ65_METMA"	"Zinc finger protein"	"MM_0629"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0629"			"UP000000595: Chromosome"		"WP_011032580.1;"	"mma:MM_0629;"	"24850310;"	"AAM30325;"	1					"Predicted"	"unreviewed"		"UPI0000068AEF"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ70"	"Q8PZ70_METMA"	"Uncharacterized protein"	"MM_0624"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0624"			"UP000000595: Chromosome"			"mma:MM_0624;"		"AAM30320;"	1					"Predicted"	"unreviewed"		"UPI0000068AEA"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
